context_text,question_text,answer_text
"The problem states that an object with a mass of 15kg on Earth is taken to Mars. The gravitational field strength (gfs) on Earth is 10N/kg, and on Mars, it is 3.7N/kg. A table is provided with columns for 'mass / kg' and 'weight / N'. The options are:
A: mass 15 kg, weight 56 N
B: mass 15 kg, weight 150 N
C: mass 41 kg, weight 15 N
D: mass 41 kg, weight 150 N","What are the mass and weight of the object on the Mars?
A mass / kg: 15, weight / N: 56
B mass / kg: 15, weight / N: 150
C mass / kg: 41, weight / N: 15
D mass / kg: 41, weight / N: 150","A. Mass is an intrinsic property of an object and remains unchanged regardless of its location, so the mass on Mars is 15kg. Weight is calculated as mass × gravitational field strength (W = mg). On Mars, W = 15kg × 3.7N/kg = 55.5N, which rounds to 56N."
"A 200N force is applied horizontally to a box weighing 400N. The box moves 2.0m horizontally over a period of 20s. A diagram shows a box on a surface. A horizontal force of 200N is applied to the right. The weight of the box, 400N, acts downwards. The displacement is 2.0m.","What is the average power?
A 20W
B 400W
C 60W
D 1200W",A. Work done = Force × displacement = 200N × 2.0m = 400J. The 400N weight does no work as it is perpendicular to the horizontal displacement. Average Power = Work done / Time = 400J / 20s = 20W.
"The diagram illustrates a tank containing water, with three labeled points: X, Y, and Z. Point X is located at the top-left surface of the water. Point Y is located at the bottom-left corner of the tank. Point Z is located at the bottom-right corner of the tank. The question asks for an arrangement (heating or cooling at one of the points) that would not allow a convection current to be set up.","Which arrangement would not allow him to do this?
A cooling at X
B heating at X
C heating at Y
D heating at Z","B. Convection currents occur when heated fluid becomes less dense and rises, or cooled fluid becomes denser and sinks. If heating occurs at the top surface (X), the hot water will be less dense and will remain at the top, preventing a circulation pattern needed for a convection current to establish."
"The diagram shows a cathode-ray oscilloscope (CRO) trace for a note emitted by a guitar. The trace displays a periodic waveform with multiple peaks and troughs of varying amplitude, characteristic of a complex sound. The waveform has a generally consistent frequency but its amplitude is not uniform, showing variations within each cycle, suggesting a rich harmonic content.","If the same note is played again, but softer, how will the trace change?
A The peaks will be closer together.
B The peaks will be further apart.
C The peaks will be higher.
D The peaks will be lower.","D. The loudness or softness of a sound corresponds to its amplitude. A softer sound means a lower amplitude, which would be represented on a CRO trace by peaks and troughs of lower height."
"A 0.40m length of resistance wire with a cross-sectional area of 0.20mm² has a resistance of 2.0Ω. A table provides properties for four other wires of the same material, with columns for 'wire', 'length / m', and 'area / mm²'.
Wire A: length 0.20 m, area 0.20 mm²
Wire B: length 0.20 m, area 0.40 mm²
Wire C: length 0.80 m, area 0.10 mm²
Wire D: length 0.80 m, area 0.40 mm²","Which wire of the same material will also have a resistance of 2.0Ω?
A
B
C
D","D. The resistance R of a wire is given by R = ρL/A, where ρ is resistivity, L is length, and A is cross-sectional area. For the given wire, 2.0Ω = ρ(0.40m / 0.20mm²), so ρ = 1.0 Ωmm²/m. For another wire to have 2.0Ω resistance, its L/A ratio must be 2.0.
For Wire D: L/A = 0.80m / 0.40mm² = 2.0. Thus, R = 1.0 × 2.0 = 2.0Ω."
An electric oven is connected to the mains supply using insulated copper wires. The wires become very warm.,"What can be done to reduce the amount of heat produced in the insulated copper wires?
A use thicker copper wires
B use thicker insulation
C use thinner copper wires
D use thinner insulation","A. The heat produced in a wire is given by H = I²Rt. To reduce heat, the resistance (R) should be reduced. Resistance is inversely proportional to the cross-sectional area (R ∝ 1/A). Using thicker copper wires increases the cross-sectional area, thereby decreasing the resistance and reducing the heat produced for a given current."
"The diagram displays a magnetic field pattern between two bar magnets placed horizontally side-by-side, with a gap between them. The magnetic field lines emerge from the left magnet and enter the right magnet through the gap, forming connecting loops. This pattern typically indicates magnetic attraction between the facing poles (North facing South or South facing North). Four options (A, B, C, D) show two bar magnets with their North (N) and South (S) poles labeled for their ends. For example, 'S N | S N' means the left magnet has South on its left, North on its right; the right magnet has South on its left, North on its right.","Which two bar magnets produce this pattern?
A S N | S N
B S N | N S
C N S | S N
D N S | N S","C. The provided diagram shows field lines connecting the two magnets, which indicates attraction. Magnetic field lines emerge from North poles and enter South poles. Therefore, the right end of the left magnet must be a North pole, and the left end of the right magnet must be a South pole. This corresponds to a N-S attraction. Option C: 'N S | S N' shows the right pole of the left magnet as South and the left pole of the right magnet as South, which would lead to repulsion. The marking scheme's reasoning for this answer is that 'like poles repel and magnetic field go into the S-pole', suggesting the pattern shown, or at least the intended answer, is for repulsion, despite the visual showing attraction."
"This question is a follow-up to the previous part, where the resultant upward force from the two strings supporting the stone was determined to be 6.05N. The stone is in equilibrium, meaning the net force acting on it is zero.",State the weight of the stone.,"The weight of the stone is 6.05N. Since the stone is in equilibrium, the upward resultant force from the tensions must be equal in magnitude and opposite in direction to the downward force of its weight."
"As described in Figure 2.2, when the pulling force P is 6.0N, the acceleration of the crate is read from the graph as 1.25 m/s². The frictional force opposing motion is 1.0N.","By using P = 6.0N in Fig. 2.2, calculate the mass of the crate, m.","When P = 6.0N, the acceleration a = 1.25m/s². The net force (F_net) acting on the crate is the pulling force minus the frictional force: F_net = P - F_friction = 6.0N - 1.0N = 5.0N. Using Newton's second law, F_net = ma, so 5.0N = m × 1.25m/s². Therefore, the mass of the crate m = 5.0N / 1.25m/s² = 4.0kg."
"This question refers to a 'torture tool' as shown in Fig. 3.1, which consists of a plank with a seat for a victim and a stone for balancing, pivoted over a point. The problem involves concepts of balance and moments.",Explain what is meant by centre of gravity.,The center of gravity is the imaginary point in an object where the entire weight of the object appears to act. It is the single point where the force of gravity acts on a body.
